Александр Юрьевич Еськов
Полина Макаровна Онегина
Милана Касьяновна Амилеева
Александра Никитична Алампиева
Валентин Афанасьевич Найдёнов
Светлана Афанасьевна Аушева
Руслан Федотович Лемешев
Тимофей Степанович Задерихин
Марина Кирилловна Бандурина
Инна Николаевна Михайлова
Татьяна Викторовна Недоспасова
Тамара Константиновна Лаушкина
Ксения Власиевна Ларькова
Юрий Тимофеевич Неделин
Ирина Валентиновна Калюгина
Марина Степановна Евлампиева
Игорь Алексеевич Тукмаков
Екатерина Емельяновна Маклакова
Георгий Александрович Акиньшин
Георгий Сергеевич Недочётов
Анна Викторовна Чудинова
Анна Захаровна Юдина
Вячеслав Богданович Ломовцев
Иван Николаевич Лазлов
Николай Алексеевич Позолотин
Валентина Богдановна Щербакова
Николай Борисович Бабушкин
Марина Васильевна Горетова
Милана Александровна Новожилова
Емельян Алексеевич Ларюшкин
Екатерина Романовна Мишкина
Оксана Валентиновна Горохова
Лев Никитич Манихин
Касьян Сергеевич Голоднов
Евдокия Васильевна Акиншина
Федот Богданович Ветошников
Афанасий Александрович Касьянов
Степанида Валерьевна Наслузова
Фёкла Валерьевна Булатова
Полина Захаровна Скороходова
Михаил Тимофеевич Буданов
Михаил Вадимович Волков
Станислав Константинович Нестеров
Екатерина Богдановна Новодерёжкина
Вероника Николаевна Кирова
Юлия Никитична Шляпкина
Любовь Даниловна Нохрина
Макар Георгиевич Никулин
Григорий Юрьевич Болгов
Пелагея Даниловна Недоросткова
Наталья Богдановна Михлина
Надежда Олеговна Казакова
Ефросиния Даниловна Галамова
Василий Станиславович Родин
Лев Владимирович Осьминкин
Анна Руслановна Нижегородцева
Елизавета Фёдоровна Комолова
Степанида Яковлевна Егошина
Оксана Станиславовна Дуракова
Лада Захаровна Лындяева
Григорий Евгеньевич Недосеев
Галина Трофимовна Позолотина
Вероника Алексеевна Ногаева
Лада Львовна Лалетина
Станислав Игоревич Клейменов
Марина Александровна Маркина
Георгий Никитич Михайлин
Власий Русланович Евлашов
Андрей Владимирович Рябикин
Юлия Антоновна Екимова
Григорий Платонович Лутошкин
Лев Егорович Андрианов
Сергей Яковлевич Долматов
Ксения Ксенофонтовна Недошивина
Валерий Богданович Бородин
Светлана Петровна Ирошникова
Владимир Никитич Мишанин
Степанида Григорьевна Коробова
Юрий Григорьевич Деревятин
Руслан Владимирович Алимов
Наталья Ксенофонтовна Панова
Федот Игоревич Недозрелов
Валентина Егоровна Алюшникова
Светлана Борисовна Бухарова
Анастасия Романовна Наседкина
Лев Юрьевич Малышкин
Геннадий Иванович Ерашев
Полина Никифоровна Недоросткова
Оксинья Захаровна Нагаева
Пётр Егорович Недобоев
Варвара Николаевна Малахова
Захар Вячеславович Винаров
Валентина Геннадиевна Егошина
Валентина Ивановна Гагарина
Вадим Романович Буянтуев
Роман Никитич Родин
Георгий Павлович Свеженцев
Вероника Андреевна Веретинова
Ксения Георгиевна Голицына
Григорий Макарович Гоглачёв
Данила Фёдорович Агуреев
Павел Николаевич Арзамасцев
Никифор Львович Бахолдин
Надежда Юрьевна Варакина
Кирилл Алексеевич Антонов
Алексей Евгеньевич Кадомцев
Данила Валентинович Бузунов
Фёдор Олегович Лямин
Елизавета Петровна Надеина
Руслан Борисович Багин
Оксана Павловна Ларькова
Георгий Антонович Недомеров
Иван Антонович Башутин
Полина Валерьевна Говендяева
Ирина Ивановна Жукова
Полина Сергеевна Баратаева
Оксана Николаевна Майкова
Борис Львович Гнатов
Макар Евгеньевич Ерошин
Прасковья Андреевна Воронина
Константин Платонович Арзамасцев
Милана Руслановна Михаева
Мария Захаровна Юдина
Татьяна Сергеевна Карпунина
Александр Русланович Окладников
Федот Русланович Ногаев
Юлия Георгиевна Вырошникова
Инна Алексеевна Чудинова
Егор Борисович Кабанов
Ефросиния Андреевна Истомина
Елизавета Сергеевна Ширяева
Данила Петрович Наровчатов
Анна Валерьевна Проханова
Лев Станиславович Щербаков
Макар Станиславович Калашников
Елизавета Афанасьевна Митрошкина
Ефросиния Львовна Евсенчева
Любовь Владимировна Бронникова
Фёкла Георгиевна Дорина
Алексей Макарович Калюгин
Емельян Захарович Ломовцев
Акулина Афанасьевна Лялина
Вадим Евгеньевич Бывшев
Валентин Фомич Винаров
Богдан Егорович Ергин
Никифор Константинович Позолотин
Андрей Васильевич Десятов
Хевронья Андреевна Арутюнова
Александра Павловна Гамаюнова
Оксинья Александровна Молостнова
Афанасий Емельянович Ненашкин
Авдотья Павловна Смирнова
Юлия Станиславовна Мазурова
Пётр Фёдорович Авдеев
Ирина Емельяновна Гандыбина
Клавдия Фёдоровна Калюгина
Данила Степанович Гонохов
Емельян Вадимович Балахонов
Ефросиния Фомична Евлахова
Хевронья Захаровна Бывшева
Степан Афанасьевич Ахряпов
Пелагея Станиславовна Королёва
Борис Романович Нечаев
Прасковья Константиновна Евланина
Евдокия Геннадиевна Бандурина
Екатерина Константиновна Панкратова
Лев Евгеньевич Ларюшкин
Игорь Петрович Гагарин
Валентин Фомич Недобитов
Любовь Даниловна Лемяхова
Авдотья Витальевна Ососкова
Елена Руслановна Бутакова
Елизавета Федотовна Тряпичкина
Евгения Романовна Базулина
Виталий Юрьевич Лялин
Сергей Олегович Киров
Евгения Викторовна Лешукова
Евгений Касьянович Мишаков
Юрий Никифорович Изотов
Геннадий Афанасьевич Булгаков
Ксения Фёдоровна Оплетаева
Афанасий Станиславович Авлов
Варвара Кирилловна Багаева
Макар Иванович Васин
Вероника Михайловна Лутошина
Олег Алексеевич Алюшников
Наталья Андреевна Бутакова
Фёдор Касьянович Булыгин
Авдотья Сергеевна Онегина
Роман Игоревич Воронин
Касьян Фомич Бабин
Константин Вадимович Мишурин
Оксинья Олеговна Башутина
Руслан Кириллович Занозин
Богдан Сергеевич Лындяев
Валерий Фомич Зюряев
Пелагея Николаевна Андреева
Фёкла Романовна Ширилова
Игорь Андреевич Максутов
Кирилл Павлович Веденяпин
Милана Константиновна Мишина
Вячеслав Богданович Давыдов
Милана Никифоровна Мирошникова
Фёкла Макаровна Кудрина
Акулина Макаровна Ермошкина
Касьян Емельянович Винаров
Богдан Алексеевич Аушев
Милана Алексеевна Мусакова
Клавдия Васильевна Найдёнова
Оксана Игоревна Жулидова
Валерий Павлович Големов
Вадим Яковлевич Вахромеев
Николай Георгиевич Проханов
Люсия Степановна Баранова
Афанасий Никитич Микулин
Тамара Валерьевна Гагарина
Александр Данилович Михалков
Милана Руслановна Беспалова
Лев Львович Новожилов
Степан Олегович Малахов
Виталий Станиславович Витин
Емельян Платонович Неприн
Вячеслав Яковлевич Мишурин
Светлана Витальевна Захарова
Андрей Федотович Мишенин
Елизавета Геннадиевна Демидова
Михаил Захарович Аушев
Тамара Егоровна Асадова
Кирилл Константинович Бабаков
Валентина Трофимовна Бахорина
Виктор Григорьевич Поваров
Александр Романович Миханькин
Андрей Викторович Шустров
Нина Васильевна Недошивина
Геннадий Владимирович Егин
Пелагея Романовна Деревятина
Полина Степановна Золотавина
Степанида Валерьевна Гаврилова
Любовь Емельяновна Ломовцева
Захар Игоревич Мишукин
Галина Романовна Архипова
Андрей Юрьевич Недоспасов
Клавдия Петровна Недочётова
Фёдор Олегович Горохов
Вадим Егорович Ширяев
Ольга Богдановна Тукмакова
Тимофей Захарович Митрошкин
Наталья Львовна Ломова
Роман Михайлович Нагайцев
Михаил Емельянович Рыбаков
Варвара Егоровна Острокопытова
Пелагея Алексеевна Лунина
Клавдия Кирилловна Киселёва
Мария Игоревна Колесникова
Макар Макарович Кузнецов
Сергей Трофимович Дюкарев
Пелагея Михайловна Болгова
Степан Вячеславович Ошурков
Вадим Тимофеевич Ванслов
Наталья Кирилловна Евдокимова
Юлия Захаровна Нижегородцева
Елизавета Михайловна Бабурина
Юрий Кириллович Гнатов
Валентина Алексеевна Лалетина
Тамара Платоновна Недосказова
Лев Трофимович Мазуров
Роман Платонович Ергин
Никифор Макарович Евлампиев
Борис Викторович Багаев
Сергей Касьянович Галанкин
Роман Афанасьевич Недоквасов
Елена Юрьевна Лескина
Акулина Валерьевна Рыбакова
Татьяна Львовна Мячина
Анастасия Афанасьевна Беглова
Руслан Григорьевич Нездольев
Александра Евгеньевна Капустина
Никита Власиевич Дронин
Геннадий Макарович Миханкин
Лев Иванович Шлякотин
Фома Захарович Юдин
Михаил Тимофеевич Астафьев
Галина Игоревна Ефимочкина
Андрей Николаевич Самашов
Тимофей Алексеевич Малашкин
Екатерина Петровна Недоквасова
Павел Яковлевич Карпычев
Ксенофонт Вячеславович Самашов
Захар Константинович Долматов
Светлана Трофимовна Поливанова
Вячеслав Русланович Бутаков
Валентина Фомична Абрамова
Олег Григорьевич Астапов
Георгий Сергеевич Яньков
Ольга Геннадиевна Бочарова
Борис Петрович Недокучаев
Галина Константиновна Богдашкина
Михаил Викторович Евдокимов
Никита Витальевич Монахов
Вячеслав Григорьевич Лутохин
Александра Алексеевна Мишулина
Иван Кириллович Алымов
Николай Олегович Некрасов
Нина Александровна Никулина
Фёкла Валерьевна Алексеева
Валентина Георгиевна Витютиева
Фёкла Михайловна Асланова
Нина Львовна Минина
Антон Трофимович Кадыков
Алексей Львович Ларьков
Олег Львович Маёров
Анна Фёдоровна Каракозова
Тамара Петровна Мишина
Виталий Фёдорович Карагодин
Олег Валерьевич Ожгибесов
Ефросиния Емельяновна Истратова
Елизавета Никифоровна Медвенцева
Оксана Станиславовна Евланова
Елена Олеговна Нагаева
Валерий Андреевич Зюганов
Виталий Трофимович Андронников
Валентина Власиевна Ожгибесова
Прасковья Никифоровна Кириллова
Алексей Фомич Доможиров
Василий Олегович Насонов
Степанида Геннадиевна Дорикова
Виктор Геннадиевич Недобитов
Георгий Григорьевич Горохов
Марина Емельяновна Напалкова
Афанасий Платонович Булатов
Фома Ксенофонтович Окладников
Нина Георгиевна Назарова
Оксинья Захаровна Зайцева
Валентина Викторовна Бушмина
Елена Григорьевна Миханкина
Нина Ксенофонтовна Чудинова
Анна Валерьевна Дедушкина
Лада Валерьевна Минаева
Светлана Валентиновна Евланова
Макар Никитич Галамов
Варвара Ксенофонтовна Щербатова
Трофим Евгеньевич Митряев
Станислав Романович Тукмаков
Кирилл Михайлович Васильев
Пелагея Андреевна Поварова
Никита Русланович Майков
Макар Платонович Ермаков
Татьяна Павловна Лобанова
Михаил Владимирович Лалетин
Люсия Николаевна Дробышева
Валентина Георгиевна Демихова
Галина Фёдоровна Недошивина
Егор Валерьевич Бузунов
Пётр Никитич Веденяпин
Антон Егорович Багин
Елена Ивановна Куликова
Клавдия Игоревна Арзамасцева
Александра Евгеньевна Нефёдочкина
Акулина Николаевна Недосейкина
Елена Борисовна Волкова
Ксения Евгеньевна Зюряева
Сергей Степанович Бахорин
Марина Кирилловна Лашманова
Григорий Игоревич Лутошин
Власий Игоревич Закатов
Люсия Григорьевна Рычкова
Федот Валерьевич Тихомиров
Захар Яковлевич Наточеев
Евгения Руслановна Каманина
Борис Федотович Дежнев
Полина Васильевна Жернова
Елизавета Вячеславовна Лаптева
Ольга Никитична Лешукова
Евгения Даниловна Лариошкина
Юлия Макаровна Кандаурова
Валентин Николаевич Акиншин
Ирина Богдановна Сидоркина
Любовь Михайловна Воронина
Степанида Вячеславовна Черномырдина
Геннадий Игоревич Евстафьев
Прасковья Викторовна Ахряпова
Емельян Витальевич Чанов
Алексей Иванович Мурин
Данила Константинович Мамонтов
Антон Тимофеевич Васин
Федот Валентинович Малахов
Вячеслав Данилович Рябикин
Платон Владимирович Микифоров
Полина Фёдоровна Негодяева
Евгений Георгиевич Девяткин
Иван Андреевич Наслузов
Александра Яковлевна Чанова
Фёдор Андреевич Платонов
Валентина Ксенофонтовна Вуколова
Василий Антонович Лалитин
Макар Власиевич Алымов
Евгения Андреевна Моржеретова
Вероника Даниловна Дежнева
Пелагея Афанасьевна Галанкина
Пелагея Даниловна Капустина
Касьян Владимирович Недомеров
Татьяна Владимировна Ермакова
Хевронья Геннадиевна Евланова
Борис Борисович Васин
Прасковья Егоровна Оплетаева
Касьян Егорович Шустров
Любовь Никитична Смирнова
Елизавета Александровна Черкесова
Сергей Никифорович Жернов
Касьян Емельянович Вахромеев
Хевронья Вадимовна Белоярцева
Евгений Яковлевич Насонов
Алексей Русланович Комолов
Юрий Егорович Меланьин
Алексей Афанасьевич Дежнев
Клавдия Борисовна Ерашева
Вадим Тимофеевич Черномырдин
Вероника Богдановна Зырянова
Руслан Кириллович Минин
Фёдор Владимирович Мынкин
Галина Богдановна Лемяхова
Елена Захаровна Бахорина
Павел Ксенофонтович Арчаков
Люсия Васильевна Самашова
Татьяна Власиевна Алюшникова
Юлия Никифоровна Лындяева
Михаил Георгиевич Ерашев
Георгий Петрович Бочаров
Богдан Вячеславович Вахромеев
Виктор Ксенофонтович Гладышев
Борис Трофимович Вырошников
Милана Владимировна Карпичева
Егор Антонович Еманов
Хевронья Игоревна Басалаева
Татьяна Григорьевна Лексина
Валентина Николаевна Молостнова
Павел Емельянович Лимарев
Прасковья Вадимовна Викторова
Оксинья Кирилловна Амченцева
Роман Львович Карпов
Валентина Макаровна Истифеева
Акулина Львовна Бахтиярова
Анастасия Станиславовна Нагибина
Емельян Сергеевич Свеженцев
Никифор Константинович Сладков
Ефросиния Олеговна Мижурина
Акулина Станиславовна Карпикова
Нина Власиевна Лыткина
Екатерина Трофимовна Донцова
Емельян Фомич Верьянов
Захар Данилович Бывшев
Василий Станиславович Александров
Татьяна Вадимовна Волостнова
Лада Вячеславовна Меркулова
Владимир Яковлевич Евланин
Руслан Павлович Степаньков
Тамара Вадимовна Мишина
Люсия Емельяновна Румянцева
Владимир Касьянович Лутошников
Оксинья Александровна Карпушкина
Станислав Тимофеевич Макаров
Виктор Русланович Бандурин
Вероника Николаевна Буконина
Евгения Никифоровна Ворошилова
Никифор Захарович Лохтин
Елена Егоровна Вышеславцева
Прасковья Никифоровна Балдина
Марина Борисовна Дорикова
Фёдор Григорьевич Недосекин
Оксинья Олеговна Маркина
Инна Викторовна Дронина
Александр Сергеевич Авлуков
Прасковья Евгеньевна Наровчатова
Виталий Платонович Мишуров
Степан Андреевич Ледяйкин
Александр Фёдорович Краснощёков
Валентин Егорович Лешуков
Юрий Борисович Карпиков
Афанасий Иванович Ликунов
Константин Федотович Дедов
Борис Касьянович Некрасов
Алексей Данилович Тукмаков
Евгений Афанасьевич Рябикин
Тимофей Федотович Муравлёв
Емельян Никитич Ширилов
Ольга Степановна Лабазанова
Вероника Игоревна Перумова
Полина Тимофеевна Балдина
Вадим Евгеньевич Зайцев
Николай Павлович Чунов
Роман Викторович Гамзулин
Прасковья Олеговна Левышева
Валерий Вячеславович Недокладов
Константин Евгеньевич Калабухов
Захар Геннадиевич Маркин
Валерий Олегович Медвенцев
Юрий Макарович Майданов
Оксинья Евгеньевна Зенкина
Люсия Руслановна Калинина
Трофим Александрович Напалков
Андрей Витальевич Буянтуев
Василий Касьянович Тимофеев
Георгий Романович Буконин
Акулина Фёдоровна Кадышева
Александр Петрович Големов
Алексей Витальевич Калашников
Игорь Андреевич Големов
Степанида Александровна Зотова
Инна Игоревна Микулина
Пелагея Федотовна Бабина
Инна Ивановна Лызлова
Татьяна Трофимовна Бектуганова
Игорь Игоревич Доможиров
Милана Евгеньевна Ляпичева
Михаил Емельянович Недокукин
Касьян Николаевич Михалков
Никифор Иванович Лихачёв
Валерий Фёдорович Ликунов
Евгения Викторовна Бабакова
Акулина Игоревна Дронина
Евгений Ксенофонтович Ергин
Юлия Касьяновна Останина
Платон Кириллович Капитонов
Юлия Александровна Лозбинева
Наталья Богдановна Рыбина
Надежда Геннадиевна Рыбакова
Акулина Ксенофонтовна Ларюшкина
Евгений Юрьевич Анохин
Вадим Геннадиевич Гагарин
Лада Александровна Негодяева
Николай Захарович Лесин
Платон Антонович Гурьянов
Татьяна Львовна Батракова
Антон Андреевич Еськов
Фёкла Витальевна Ермакова
Ксения Львовна Лексикова
Татьяна Степановна Васильева
Тамара Алексеевна Недоспасова
Михаил Олегович Бахолдин
Михаил Богданович Богдашкин
Фёдор Платонович Бурмистров
Юлия Алексеевна Ерохина
Ксения Трофимовна Зарудина
Емельян Макарович Степанцов
Евгений Васильевич Ларьков
Татьяна Ивановна Королёва
Акулина Львовна Степашина
Александра Антоновна Занозина
Тамара Ксенофонтовна Ненашкина
Афанасий Касьянович Макаров
Андрей Владимирович Жулидов
Захар Андреевич Михалищев
Константин Викторович Еранцев
Юрий Михайлович Митряев
Наталья Тимофеевна Авлова
Ксения Степановна Жукова
Марина Геннадиевна Гандурина
Анна Платоновна Белоярцева
Касьян Фёдорович Краснощёков
Милана Захаровна Рычкова
Лев Фёдорович Зюганов
Клавдия Даниловна Лобанова
Виталий Андреевич Молостнов
Георгий Валентинович Наровчатов
Ксения Юрьевна Исаева
Ирина Алексеевна Ефимочкина
Лев Валерьевич Дианов
Руслан Юрьевич Недачин
Василий Станиславович Лутохин
Николай Макарович Майоров
Юрий Витальевич Наточеев
Фёкла Яковлевна Веденеева
Елена Егоровна Мижурина
Константин Ксенофонтович Башутин
Константин Власиевич Веньчаков
Фома Валентинович Буробин
Богдан Владимирович Бахтияров
Ксения Афанасьевна Нагибина
Юрий Данилович Свеженцев
Ксения Ивановна Калинина
Яков Геннадиевич Молоснов
Яков Михайлович Недогонов
Власий Львович Вышеславцев
Павел Кириллович Загудалов
Вероника Вячеславовна Бавина
Хевронья Афанасьевна Жукова
Валерий Витальевич Башутин
Игорь Евгеньевич Михайлов
Борис Павлович Лютов
Виктор Тимофеевич Напалков
Геннадий Петрович Брыкин
Ирина Николаевна Зайцева
Геннадий Антонович Соколов
Вероника Кирилловна Евтухова
Касьян Константинович Фрыгин
Оксинья Федотовна Евтухова
Станислав Станиславович Балашов
Антон Трофимович Романов
Ольга Федотовна Мичурина
Акулина Викторовна Визгалова
Ирина Трофимовна Ванюлина
Милана Афанасьевна Гонохова
Акулина Ивановна Каманина
Ефросиния Богдановна Нижегородцева
Алексей Александрович Щербатов
Евгения Фомична Башуткина
Лев Александрович Михалкин
Борис Владимирович Мишечкин
Владимир Никитич Алампиев
Вероника Евгеньевна Благинина
Иван Викторович Нефедьев
Тимофей Станиславович Лялькин
Ксения Власиевна Осьмухина
Татьяна Ксенофонтовна Ликунова
Борис Борисович Изотов
Ефросиния Никифоровна Арзамасцева
Фома Тимофеевич Багин
Вероника Степановна Скороходова
Лев Станиславович Гурьянов
Евдокия Даниловна Гурова
Лев Трофимович Мелехов
Ксенофонт Александрович Муравлёв
Инна Юрьевна Баландина
Милана Алексеевна Лемешева
Степанида Вадимовна Беглова
Константин Борисович Беклов
Елизавета Афанасьевна Недобитова
Борис Макарович Недозрелов
Игорь Вячеславович Зюряев
Антон Васильевич Нижегородцев
